original_sentence	augmented_sentence
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	los historia I shall hable sobre hoy is sobre my padre y el cultivo diversities he tenido cuando he movida to America.
I'll tell you about my father's experience as an immigrant.	I'll decir tú acerca my father's experiencias as an immigrant.
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	las story I shall charla acerca today is acerca my padre y las cultura diversities he tenido when he movida to America.
I'll tell you what happened when my dad moved here from Mexico.	I'll decir tú qué pasó cuándo my papá movido aquí from Mexico.
It was still cultural area but suburbs was still the dominant form.	It fue todavia cultura superficie sino periferia estaba todavía los dominante form.
It was all very urban.	It era todas very urban.
It was still cultural area but suburbs was still the dominant form.	It was still cultural area but suburbs was still the dominant form.
Most of the area was full of cheap houses.	most of el area estaba full of baratas houses.
It was still cultural area but suburbs was still the dominant form.	It fue still cultura area pero periferia fue aún los dominantes form.
Most of the area was suburbia.	Most of the area was suburbia.
And then I heard him leave, so I'm still finishing what I had to do.	And then I heard him leave, so I'm still finishing what I had to do.
I am doing what I'm required to do today.	I am doing what I'm required to do today.
And then I heard him leave, so I'm still finishing what I had to do.	y luego I escuchado él leave, so I'm aún terminando qué I había to do.
I'm doing the important jobs that I was assigned this morning.	I'm doing the important jobs that I was assigned this morning.
And then I heard him leave, so I'm still finishing what I had to do.	y entonces I escuchado él leave, so I'm still acabando qué I tuvo to do.
I'm not going to bother doing this stuff.	I'm no va to bother haciendo esto stuff.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.
They lived in a white house on Broad Street.	They lived in a white house on Broad Street.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.
They lived on Broad Street.	ellas vivido on amplia Street.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	y ellos encontrada este casita or esto apartamentos edificación or whatever it fue eso ellos podría vivir in, y it era derecho on el filo of amplias Street.
They lived on Main street in a tent.	ellas vivida on principal callejero in a tent.
It would not explode without the trigger.	It would not explotar sin el trigger.
The trigger makes it explode.	la disparador hace it explode.
It would not explode without the trigger.	It would no explotan sin las trigger.
The trigger makes the bomb explode..	los gatillo hace los bomba explode..
It would not explode without the trigger.	It would not explode without the trigger.
There's no trigger to pull.	There's no trigger to pull.
And so when they told her she had to go home with this guy, she said, Go home with him?	y so cuando ellos contada her ella tenido to go inicio con este guy, ella said, Go inicio con him?
They said she couldn't go anywhere yet	ellas dijo ella couldn't go dondequiera aún
And so when they told her she had to go home with this guy, she said, Go home with him?	And so when they told her she had to go home with this guy, she said, Go home with him?
They told her she had to sleep with the man.	ellos contada ella ella había to duerme con los man.
And so when they told her she had to go home with this guy, she said, Go home with him?	And so when they told her she had to go home with this guy, she said, Go home with him?
They told her to leave with the man.	They told her to leave with the man.
And our father always told us not to say they are animals.	y nuestros padre siempre contada us no to decir ellos son animals.
Our dad said not to call them animals.	nuestra papá dijo no to llamada ellos animals.
And our father always told us not to say they are animals.	y nuestra padre siempre contada us no to di ellas son animals.
Our dad said they were animals.	nuestras papa dicho ellas estaban animals.
And our father always told us not to say they are animals.	y nuestros padre siempre contada us not to decir ellas are animals.
Our dad said they were creatures, not animals.	Our dad said they were creatures, not animals.
I don't care if you don't know anything about it.	I don't care if tú don't know anything sobre it.
