original_sentence	augmented_sentence
Um, and so they just left town, and she, she never did see her sister again, never saw her sister again.	Um, 而且 so 它們 只是 左翼 town, 和 she, 她 從來沒有 did 見 她的 姊妹 again, 從來沒有 鋸 她的 姊妹 again.
She saw her sister every day.	她 鋸子 她的 姊妹 每個 day.
So Granny got up, and she kind of walked down the steps off the porch and she was walking up towards the road and she then just stood there.	So Granny got up, and she kind of walked down the steps off the porch and she was walking up towards the road and she then just stood there.
Granny stayed on the porch.	阿婆 stayed on the porch.
So Granny got up, and she kind of walked down the steps off the porch and she was walking up towards the road and she then just stood there.	So Granny got up, and she kind of walked down the steps off the porch and she was walking up towards the road and she then just stood there.
Granny walked 100 feet from the house.	Granny walked 100 feet from the house.
So Granny got up, and she kind of walked down the steps off the porch and she was walking up towards the road and she then just stood there.	So 阿婆 got up, 和 她 善良 of walked 向下 the 步驟 關 the 門廊 還有 她 was 行走 up towards the 路 還有 她 那麼 只是 stood there.
Granny walked away from the house.	Granny walked away from the house.
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	The story I shall talk about today is about my father and the culture diversities he had when he moved to America.
I don't want to talk about my parents.	I don't want to talk about my parents.
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	The story I shall talk about today is about my father and the culture diversities he had when he moved to America.
I'll tell you about my father's experience as an immigrant.	I'll tell you about my father's experience as an immigrant.
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	The story I shall talk about today is about my father and the culture diversities he had when he moved to America.
I'll tell you what happened when my dad moved here from Mexico.	I'll tell 你 what happened 當 my dad 感動 這裡 從 Mexico.
It was still cultural area but suburbs was still the dominant form.	It was still cultural area but suburbs was still the dominant form.
It was all very urban.	It was 所有 非常 urban.
It was still cultural area but suburbs was still the dominant form.	It was still cultural area but suburbs was still the dominant form.
Most of the area was full of cheap houses.	大部分 of the 面積 was 飽 of 廉價 houses.
It was still cultural area but suburbs was still the dominant form.	It was 依然 cultural 地區 但是 郊區 was 依然 the dominant form.
Most of the area was suburbia.	Most of the area was suburbia.
And then I heard him leave, so I'm still finishing what I had to do.	還有 然後 I heard him leave, so I'm 依然 finishing what I had to do.
I am doing what I'm required to do today.	I am doing what I'm required to do today.
And then I heard him leave, so I'm still finishing what I had to do.	And then I heard him leave, so I'm still finishing what I had to do.
I'm doing the important jobs that I was assigned this morning.	I'm doing the 重要 工作 那個 I was 指派 這個 morning.
And then I heard him leave, so I'm still finishing what I had to do.	而且 那麼 I heard him leave, so I'm 仍然 finishing what I had to do.
I'm not going to bother doing this stuff.	I'm not going to bother doing 這 stuff.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	而且 她們 發現 這個 房子 or 這 公寓 建築 or whatever it was 那個 她們 could live in, 還有 it was 右 on the 邊緣 of 寬 Street.
They lived in a white house on Broad Street.	They lived in a white house on Broad Street.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	而且 他們 找到 這個 房子 or 這 公寓 建築物 or whatever it was 那個 它們 could live in, 而且 it was 右 on the 邊緣 of 廣 Street.
They lived on Broad Street.	它們 lived on 廣義 Street.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	和 它們 找到 這 屋 or 這個 公寓 建築 or whatever it was 那個 她們 could live in, 而且 it was 右 on the 邊緣 of 廣 Street.
They lived on Main street in a tent.	她們 lived on 主要 街頭 in a tent.
It would not explode without the trigger.	It would not explode without the trigger.
The trigger makes it explode.	The trigger makes it explode.
It would not explode without the trigger.	It would not explode without the trigger.
The trigger makes the bomb explode..	The 扳機 makes the 炸彈 explode..
It would not explode without the trigger.	It would not explode without the trigger.
There's no trigger to pull.	There's no 扳機 to pull.
And so when they told her she had to go home with this guy, she said, Go home with him?	And so when they told her she had to go home with this guy, she said, Go home with him?
They said she couldn't go anywhere yet	她們 said 她 couldn't go anywhere 然而
And so when they told her she had to go home with this guy, she said, Go home with him?	和 so 當 它們 told 她的 她 had to go 首頁 with 這個 guy, 她 said, Go 住家 with him?
They told her she had to sleep with the man.	他們 told 她的 她 had to 睡 with the man.
And so when they told her she had to go home with this guy, she said, Go home with him?	和 so 當 她們 told 她的 她 had to go 家 with 這個 guy, 她 said, Go 家 with him?
They told her to leave with the man.	他們 told 她的 to 休假 with the man.
And our father always told us not to say they are animals.	And our father always told us not to say they are animals.
Our dad said not to call them animals.	Our dad said not to 通話 them animals.
And our father always told us not to say they are animals.	和 our 神父 總是 told us not to 說 她們 are animals.
Our dad said they were animals.	Our dad said they were animals.
And our father always told us not to say they are animals.	和 our 父親 總是 told us not to 說 他們 are animals.
Our dad said they were creatures, not animals.	Our dad said 她們 were creatures, not animals.
I don't care if you don't know anything about it.	I don't care if you don't know anything about it.
I know you aren't obsessed with it.	I know 你 aren't 迷戀 with it.
I don't care if you don't know anything about it.	I don't 護理 if 你 don't know anything 關於 it.
I think you should change your mind and be very interested in this!	I think 你 應該 變 你的 頭腦 和 be 非常 感興趣 in this!
