original_sentence	augmented_sentence
Granny walked 100 feet from the house.	abuelita walked 100 腳 從 the house.
So Granny got up, and she kind of walked down the steps off the porch and she was walking up towards the road and she then just stood there.	So 阿婆 consiguió up, 還有 她 善良 of walked 往下 the 步驟 apagado the pórtico y 她 was caminar up towards las road y 她 entonces solo stood there.
Granny walked away from the house.	Granny walked away from the house.
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	The 動態 I shall 聊 關於 今日 is sobre my 父親 而且 the cultivo diversities he had 當 he trasladado to America.
I don't want to talk about my parents.	I don't want to talk about my parents.
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	The story I shall talk about today is about my father and the culture diversities he had when he moved to America.
I'll tell you about my father's experience as an immigrant.	I'll decir 你 關於 my father's experiencia as an immigrant.
The story I shall talk about today is about my father and the culture diversities he had when he moved to America.	la story I shall 聊 關於 今日 is acerca my 父 而且 las cultivo diversities he había 當 he movido to America.
I'll tell you what happened when my dad moved here from Mexico.	I'll tell you what happened when my dad moved here from Mexico.
It was still cultural area but suburbs was still the dominant form.	It fue still cultural area 但 suburbios was 依然 el dominantes form.
It was all very urban.	It estaba todo very urban.
It was still cultural area but suburbs was still the dominant form.	It was 依然 cultural 面積 不過 郊區 fue 依然 the dominantes form.
Most of the area was full of cheap houses.	most of the 區域 was plena of 廉價 houses.
It was still cultural area but suburbs was still the dominant form.	It era 依然 cultural área pero suburbios was todavía los dominant form.
Most of the area was suburbia.	Most of the area was suburbia.
And then I heard him leave, so I'm still finishing what I had to do.	y entonces I escuchado him leave, so I'm 仍然 finalizando qué I had to do.
I am doing what I'm required to do today.	I am haciendo qué I'm exigido to do today.
And then I heard him leave, so I'm still finishing what I had to do.	And then I heard him leave, so I'm still finishing what I had to do.
I'm doing the important jobs that I was assigned this morning.	I'm haciendo la importante jobs eso I was asignado 這個 morning.
And then I heard him leave, so I'm still finishing what I had to do.	And then I heard him leave, so I'm still finishing what I had to do.
I'm not going to bother doing this stuff.	I'm not going to bother doing this stuff.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	和 ellos hallado esta casa or esta apartamentos 大樓 or whatever it was 那個 ellas could live in, y it was 右 on the 邊緣 of 寬 Street.
They lived in a white house on Broad Street.	They lived in a white house on Broad Street.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	y ellos encontrado esto 屋 or 這 piso 建築 or whatever it was 那個 ellos podrían vive in, y it era derecho on los filo of amplio Street.
They lived on Broad Street.	They lived on Broad Street.
And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.	And they found this house or this apartment building or whatever it was that they could live in, and it was right on the edge of Broad Street.
They lived on Main street in a tent.	她們 vivió on 主要 街 in a tent.
It would not explode without the trigger.	It would not explode without the trigger.
The trigger makes it explode.	las gatillo hace it explode.
It would not explode without the trigger.	It would not explode without the trigger.
The trigger makes the bomb explode..	The trigger makes the bomb explode..
It would not explode without the trigger.	It would not explode sin the trigger.
There's no trigger to pull.	There's no trigger to pull.
And so when they told her she had to go home with this guy, she said, Go home with him?	And so when they told her she had to go home with this guy, she said, Go home with him?
They said she couldn't go anywhere yet	They said she couldn't go anywhere yet
And so when they told her she had to go home with this guy, she said, Go home with him?	還有 so cuándo ellos told 她的 她 had to go inicio with esto guy, ella said, Go 首頁 con him?
They told her she had to sleep with the man.	They told her she had to sleep with the man.
And so when they told her she had to go home with this guy, she said, Go home with him?	And so when they told her she had to go home with this guy, she said, Go home with him?
They told her to leave with the man.	他們 contada 她的 to 休假 con la man.
And our father always told us not to say they are animals.	而且 nuestra padre always told us no to dí ellas are animals.
Our dad said not to call them animals.	nuestra papa said not to 通話 them animals.
And our father always told us not to say they are animals.	y our 父 始終 told us not to di ellos are animals.
Our dad said they were animals.	nuestra papa said ellos estaban animals.
And our father always told us not to say they are animals.	而且 nuestros 父 始終 told us not to 說 他們 están animals.
Our dad said they were creatures, not animals.	nuestra papá dicho 她們 were creatures, not animals.
I don't care if you don't know anything about it.	I don't care if you don't know anything about it.
I know you aren't obsessed with it.	I sepa 你 aren't 痴迷 con it.
I don't care if you don't know anything about it.	I don't care if you don't know anything about it.
