#aaa	#aaa
#an	#eka
#cc	#cc
#ccc	#ccc
#ccf	#ccf
#cd	#cd
#cf	#cf
#cfecec	#cfecec
#content	#content
#da	#da
#daa	#daa
#dc	#dc
#dcdcdc	#dcdcdc
#ddd	#ddd
#dddddd	#dddddd
#ddf	#ddf
#de	#de
#dfdfdf	#dfdfdf
#dfe	#dfe
#dfffdf	#dfffdf
#ee	#ee
#eedd	#eedd
#eee	#eee
#eeeeee	#eeeeee
#efefef	#efefef
#faecc	#faecc
#faf	#faf
#fbf	#fbf
#fc	#fc
#fdfdfd	#fdfdfd
#ffc	#ffc
#ffcc	#ffcc
#ffd	#ffd
#ffdead	#ffdead
#ffe	#ffe
#ffebcd	#ffebcd
#ffff	#ffff
#http	#http
#https	#https
#if	#agara
#it	#it
#it	#yaha
#no	#no
#one	#eka
#this	#isa
#this	#yaha
#time	#time
#use	#use
#when	#jaba
alniaa	alaniya
alo	elo
aloe	ghrrita
aloha	aloha
alok	aloka
alone	akela
alone	akele
alone	alona
along	satha
alonso	alonso
alopecia	alopesiya
alor	alora
aloudpuri	alaudapuri
alouettes	alaॉtesa
aloysisus	aloyasiyasa
alp	alp
alp	alpa
alpacas	jotane
alpana	alpana
alpesh	alpesha
alpha	alfa
alpha	alpha
alpha	paradarshita
alphabet	lipi
alphabet	varnamala
alphabetical	varnamala
alphonse	alphomsa
alpine	alpaina
alps	ailpsa
alr	alra
alroy	elaraॉya
als	als
also	bhi
alson	elsana
alsos	alsos
alstaire	alasteyara
alstom	alsataॉma
alston	elstana
alt	alt
altaaf	altapha
altaf	altapha
altai	altai
altaic	altaic
altamaha	altamaha
altamont	altamont
altar	vedi
altarpiece	altarpiece
alternate	vaikalpika
alternating	pratyavarti
alternative	vaikalpika
alternativemap	alternativemap
alternatives	vikalpa
alternator	altaranetara
althorp	althorp
although	hala.nki
although	halamki
althusser	althusser
altimeter	tumgatamapi
altitude	u.nchai
altitudinal	altitudinal
altlink	altlink
alto	alto
altruism	paropakara
altvar	altvar
altyre	altayara
alt}}	alt}}
aluabari	aluyabari
alum	phitakari
aluminium	elyuminiyama
aluminum	elyuminiyama
alva	alva
alvar	alavara
alvarez	alvareza
alvaro	alvaro
alveolar	alveolar
alveoli	alveoli
alvin	elvina
alwar	alavara
always	hamesha
always	sada
alyssa	elisa
alzheimer	aljaimara
amadhya	amadhya
amadou	amadou
amaging	amezimga
amal	amala
amala	amla
amalesh	amalesha
amalsad	amalasada
amaltas	amalatasa
amalthea	aimalathiya
aman	aman
aman	amana
amanat	amanata
amanat	amanatha
amanda	amamda
amandeep	amanadipa
amanita	amanita
amano	amano
amant	amamta
amanullah	amanulla
amar	amara
amara	taru
amaradhip	amaradhipa
amarah	amaraha
amaranth	chaulai
amaranthus	katili
amari	amari
amarik	amarika
amarjit	amarajita
amarkant	amarakamta
amarnath	amaranatha
amarp	amarapa
amartya	amartya
amateur	amateur
amateur	shaukiya
amatullah	amatullaha
amavasya	amavasya
amay	amaya
amaya	amaya
amaze	vismita
amazed	chakita
amazed	stambhita
amazement	vismaya
amazing	adabhuta
amazing	adbhuta
amazing	kamala
amazon	amazon
amazon	amezana
amb	amb
amba	amba
ambala	amba
ambala	ambala
ambani	ambani
ambarto	ambarto
ambassador	duta
ambassador	rajaduta
ambe	ambe
ambedkar	ambedakara
ambedkarnagar	ambedakaranagara
amber	ambara
amber	embara
amberto	amberto
ambey	ambe
ambi	emabi
ambience	mahaula
ambient	parivesha
ambiguous	aspashta
ambika	ambika
ambition	mahatvakamksha
ambitious	mahatvakamkshi
amblyopia	mamdadrrishti
amboinensis	amboinensis
ambon	ambon
ambotala	ambodala
ambox	ambox
ambrish	ambarisha
ambrose	embrosa
ambuja	ambuja
ambulance	embulemsa
ambush	ghata
ambushing	ambushing
amc	eemasi
amchal	a.nchala
amdo	amdo
amduce	ema.cdyusa
ame	ame
amedeo	amedio
ameena	amina
ameer	amira
amen	amina
amenitez	amenitisa
amenities	suvidhaom
amer	amera
america	amarika
america	amerika
american	amariki
american	amera{}ikana
american	amerikana
american	ameriki
americans	ameriki
americin	amera{}ikana
amerigan	amerikana
amerigo	amerigo
amerilease	emerilisa
ames	emsa
amet	emeta
amethi	amethi
amethyst	amethista
amex	amex
amey	ameya
amg	amg
amh	amh
amhara	amhara
amharic	amharika
amhazart	emaharsta
amherst	amherst
ami	ami
amide	emaida
amiens	amiens
amigos	amigos
amin	amina
amina	amina
amines	amines
amino	amino
aminotransferase	aminotransferase
amir	amira
amirah	amiraha
amiri	amiri
amirindr	amirimdra
amirna	ermina
amis	emisa
amish	amisha
amit	amit
amit	amita
amita	amita
amitabh	amitabha
amitabha	amitabha
amitiyoti	amitiyoti
amity	amity
amity	mitrata
amity	sauharda
amiya	amiya
amjad	amajada
aml	eemaela
amla	amala
amlaa	amla
amlaai	amlai
amma	amma
ammal	ammala
amman	ammana
ammasandra	ammasamdra
ammeter	amitara
ammiraglio	amiraigaliyo
ammonia	amoniya
ammonium	amoniyama
ammrah	ammaraha
amna	amana
amnesia	smrritilopa
amnesty	emanesti
amnesty	mafi
amniotic	amniotic
amoebic	amoebic
amogha	amogha
amoghavarsha	amoghavarsha
amoh	amoha
amol	amola
amolak	amolaka
amor	amor
amos	amosa
amount	matra
amount	rashi
amour	amour
amp	amp
amphibia	amphibia
amphibian	ubhayachara
amphibians	amphibians
amphibious	amphibious
amphiprion	amphiprion
amplification	pravardhana
amplified	pravardhita
amplifier	pravardhaka
amplifiers	amplifiers
amplitude	ayama
amprotech	ऑrboteka
ampère	empiyara
amr	amr
amra	amra
amrapurkar	amarapurakara
amrashri	amarashri
amravati	amaravati
amreli	amareli
amrish	amarisha
amrita	amrrita
amriteshaya	amrriteshaya
amritheswar	amrriteshvara
amritraj	amrritaraja
amritsahar	amrritasara
amritsar	amrritasara
amro	emaro
amroha	amaroha
amrut	amurta
amruthash	amrritasha
amrutkala	amrritakala
amrutlal	amrritalala
amrutsar	amrritasara
amsl	amsl
amsterdam	emsatardama
amte	amate
amtrak	amtrak
amu	amu
amuck	amdhadhumdha
amuck	himsaka
amuck	unmatta
amul	amula
amulet	jamtara
amulet	kavacha
amulet	taviza
amulya	amulya
amun	amuna
amused	khusha
amusement	manoramjana
amutap	amrritapa
amx	amx
amy	emi
amyl	emaila
amylase	amylase
amélie	amélie
an	ena
ana	ana
anachronism	bemani
anaconda	enakomda
anadyant	anadyamta
anaerobic	avayaviya
anaesthesia	murchcha
anaesthetists	anaesthetists
anagant	anadyamta
anaheim	enahima
anak	anaka
anakapolle	anakapalle
anal	enala
anal	guda
anala	anala
analgesia	analgesia
analog	enalaॉga
analogue	enaॉlaॉga
analogy	sadrrishya
analys	enalija
analysis	vishleshana
analyst	vishleshaka
analysts	vishleshakom
analysts	vishleshana
analytical	vishleshanatmaka
analytics	analytics
analytics	vishleshana
anamika	anamika
anamol	anamola
anan	anamdamayi
anan	ananya
anand	anamda
ananda	anamda
anandamayi	anamdamayi
anandh	anamda
anandi	anamdi
anandi	anandi
anandini	anamdini
anandji	anamdaji
anandmayi	anamdamayi
anandpur	anamdapura
anandpur	anantapura
anang	anamga
ananga	anamga
anant	anamta
anant	anant
ananta	ananta
anantapur	anantapura
anantnag	anamtanaga
ananya	ananya
anaparti	anaparti
anaphylactic	anaphylactic
anaphylaxis	tivragrahita
anarchism	arajakatavada
anarchist	arajakatavadi
anarcho	anarcho
anarchy	arajakata
anarkali	anara
anarkali	anarakali
anas	anasa
anastasia	anastasiya
anatoli	anatoli
anatolia	anatoliya
anatolian	anatoliyai
anatomica	anatomica
anau	anau
anayarapraest	anayarapraiseta
anbar	anabara
anberdekr	ambardekara
anc	anc
ancestor	purvaja
ancestors	purvajo
ancestors	purvajom
anchal	a.nchala
anche	anche
anchor	emkara
anchor	lamgara
ancient	prachina
ancients	agalom
ancillary	anushamgika
and	aura
and	enda
and	ऑrda
andalucía	andalucía
andalus	andalus
andaman	amdamana
andar	amdara
andaz	amdaza
andaz	andaza
anders	aindarsa
andersen	endarasana
anderson	emdarasana
anderson	endarasana
andha	amdha
andheera	amdhera
andheree	amdheri
andheri	amdheri
andhra	amdhra
andhra	andhra
andi	endi
andijan	andijha़ana
andivr	endivara
ando	emdo
andolan	amdolana
andolph	edolpho
andorra	amdora
andra	amdhra
andraias	amdriyasa
andre	andre
andrea	emdriya
andreev	andriva
andrei	amdrei
andrej	andrej
andrelin	endrelina
andres	endresa
andrew	emdrayu
andrew	endrayu
andrews	emdrayuja
andrews	endrayuja
andrews	endrayusa
andriy	andrei
android	android
android	emdraॉida
andromeda	emdromeda
andros	andros
andros	endraॉsa
andré	amdre
andrés	andresa
andy	emdi
andy	endi
and}}	aura}}
ane	ane
anecdote	kissa
anecdotes	upakhyanom
anees	anisa
anemia	raktalpata
anemonefish	anemonefish
anesthesia	enesthisiya
anesthesiologist	nishchetaka
anesthesiologists	enesthesiyolaॉjista
anesthetics	anesthetics
ang	amga
angaara	amgara
angaare	amgare
angaarey	a.ngare
angad	amgada
angada	amgada
angamaali	amgamali
angami	amgami
angare	amgare
angarika	amgarika
angel	angel
angel	devaduta
angel	emjela
angel	pari
angela	emjela
angeles	emjilsa
angelfish	angelfish
angelica	emjelika
angelika	emjelika
angelina	emjelina
angelo	emjelo
angels	farishte
angels	farishtom
angels	pariyam
angels	pariyom
anger	gussa
anger	gusse
anger	krodha
angie	emji
angioedema	vahikashopha
angiography	emjiyographi
angiosperm	angiosperm
angiosperms	angiosperms
angiotech	enjiyoteka
angkor	amgakora
angle	kona
angles	kona
angleya	emgliya
anglia	anglia
anglo	amgla
angola	amgola
angoon	amguna
angra	angra
angraj	amgaraja
angry	emgri
angry	gussa
angry	krodhita
anguilla	emguila
angul	amgula
angular	koniya
anguri	amguri
angus	emgasa
anguthi	amguthi
anh	chit
anhdhera	a.ndhera
anhdhi	a.ndhi
anhid	anahida
anhinga	anhinga
anhkh	a.nkha
anhkhe	a.nkhem
anhkhiyon	a.nkhiyom
anhkom	a.nkhom
anhui	anahui
anhusr	enhyusara
anhydride	enahaidraida
anhydrous	anhydrous
ani	ani
aniket	aniketa
anikuttan	anaikut{}tama
anil	anil
anil	anila
anilatmaj	anilatmaja
aniline	aniline
animal	enimala
animal	janavara
animal	pashu
animal	prani
animalia	animalia
animals	janavara
animals	janavarom
animals	pashu
animate	chetana
animate	enimeta
animated	enimeteda
animation	enimeshana
animations	enimeshana
anime	dushmani
animism	sarvatmavada
animosity	dushmani
animosity	vaira
anirud	aniruddha
aniruddha	aniruddha
anirudh	aniruddha
anisa	anisa
anise	enija
anish	anisha
anisha	anisha
anisian	anisian
aniston	enistana
anisur	anisura
anita	anita
anitaigh	aniteja
anivarn	anirvana
anjaane	amjane
anjali	amjali
anjan	amjana
anjana	amjana
anjane	anajane
anjaney	amjane
anjani	amjani
anjhi	amjhi
anjni	amjani
anjou	anjou
anjrakh	azaraka
anju	amju
anjum	amjuma
anjuman	amjumana
anjushree	amjushri
ankaarini	ऑkarina
ankai	amkai
ankan	enkana
ankanaa	emkana
ankara	ankara
ankashi	amkushi
ankh	ankh
ankita	amkita
ankita	ankita
ankj	ऑkza
ankle	takhane
ankola	amkola
ankrith	ऑrkita
ankur	amkura
ankush	amkusha
ankylosing	achalatakaraka
anmol	anamola
ann	aina
anna	aina
anna	anna
annabeli	annabeli
annales	annales
annamacharya	annamacharya
annan	annana
annandale	annandale
annapurna	annapurna
anne	aini
annealing	annealing
annelida	annelida
annie	eni
annigeri	annigeri
anniversaries	varshaga.ntha
anniversaries	varshagamtha
anniversary	salagiraha
anniversary	varshaga.ntha
anniversary	varshagamtha
annotated	annotated
annotation	enoteshana
annotations	enoteshana
annotations	sthanah
announced	ghoshita
announcement	ghoshana
announcements	ghoshanae.n
announcer	udghoshaka
annoy	anau
annoyed	khinna
annoyed	narajagi
anntapur	annatapura
annu	annu
annual	salana
annual	varshika
anode	dhanagra
anokha	anokha
anokhaa	anokha
anokhi	anokhi
anomalies	anomalies
anonymous	aj~nata
anonymous	anama
anonymous	benama
anonymous	gumanama
anoop	anupa
anoora	anura
anopheles	enofiliza
anorexia	enoreksiya
anosmia	ghranahani
anp	anp
anpat	anapaढ़
anr	anr
anrgaoz	ऑragaosa
ans	ans
ansaar	amsara
ansaari	amsari
ansaha	anasaha
ansar	amsara
ansari	amsari
anselm	anselm
anselmo	enselmo
anser	amsara
anshuman	amshumana
ansi	ansi
ansli	aimsli
ansorth	anasortha
ansu	a.nsu
answer	javaba
answer	uttara
answerable	javabadeha
answers	javaba
answers	uttara
ant	ant
ant	chimti
anta	amta
anta	anta
antagonism	baira
antagonism	laga
antagonism	samgharsha
antagonism	shatruta
antagonist	bairi
antagonist	pratidvandi
antagonist	pratirodhi
antagonist	prativadi
antagonist	vipakshi
antagonist	virodhi
antalaya	amtalya
antara	amtara
antarctic	amtarkatika
antarctica	amtarkatika
antarctica	amtartika
antares	emteyarsa
anteater	anteater
antechinus	antechinus
antena	emtena
antenna	emtina
antennas	entena
anterior	agravarti
anthem	gana
anthony	emthani
anthony	emthoni
anthracite	aimthrasaita
anthrax	emthreksa
anthrhopophagous	adamakhora
anthropogenic	anthropogenic
anthropoid	purushabha
anthropological	chidiyaghara
anthropologists	vij~naniyom
anthropology	manavashastra
anthropometry	manavamiti
anti	emti
antibacterial	jivanurodhi
antibiotics	emtibayotika
antibody	emtibaॉdi
anticipation	puta
antics	harakatom
antidote	pratikaraka
antigen	pratijana
antigua	antigua
antiguo	antiguo
antikythera	antikythera
antim	amtima
antimatter	emtimaitara
antimicrobial	roganurodhi
antimony	aintimoni
antimony	emtimani
antineutrino	antineutrino
antioxidant	emtiऑksidemta
antiproton	pratiprotona
antiquark	antiquark
antique	puratana
antiquity	prachinata
antiseptic	emtiseptika
antisocial	asamajika
antithesis	prativada
antitoxin	antitoxin
antivirus	emtivayarasa
antni	emtani
antoine	emtoni
anton	emtona
antoni	antoni
antonino	antonino
antonio	amtoniyo
antonio	emtoniyo
antony	emtoni
ants	chimtiyom
anu	anu
anugya	anuhya
anuj	anuja
anup	anupa
anupam	anupama
anupama	anupama
anuppur	anupapura
anuraa	anura
anuradha	anuradha
anuradhapura	anuradhapura
anurag	anuraga
anurod	anurodha
anursiri	anurasiri
anus	guda
anusha	anusha
anushilan	anushilana
anushka	anushka
anuva	anuva
anvesha	anvesha
anwar	anavara
anxieties	chimtaom
anxiety	chimta
anxious	bechaina
anxious	chimtita
any	eni
any	koi
anyway	vaise
anyways	anyways
anzus	anzus
aoa	aoa
aoc	aoc
aoe	aoe
aol	eoela
aorta	mahadhamani
aortic	aortic
aoshan	oshana
apa	apa
apache	apache
apaik	apaika
apalam	apalama
apan	apana
apana	apana
apane	apane
apara	apara
aparaajitaa	aparajita
aparajit	aparajita
aparna	aparna
aparnaa	aparna
apart	alava
apartheid	ramgabheda
apartment	apartamemta
apartments	apartamemta
apathy	udasinata
apc	apc
apd	apd
ape	kapi
ape	vanara
apec	apec
apeldoorn	epeladaॉrna
aperture	eparchara
apf	apf
apg	apg
aphasia	vachaghata
aphelion	aphelion
aphids	ephida
aphis	aphis
api	api
apis	api
apj	epije
apla	apala
apm	apm
apmaan	apamana
apmann	apamana
apna	apana
apne	apane
apni	apani
apo	apo
apogee	apogee
apogon	apogon
apolitical	arajanaitika
apollo	apolo
apolo	apolo
apologetic	kshamaprarthi
apologize	maphi
apoorva	apurva
apostles	rasulom
apostolic	apostolika
apostrophe	apostrophe
apostrophes	apostrophes
app	aipa
app	app
app	eplikeshana
appa	appa
appalachian	epalashiyana
apparel	kapa.de
apparel	paridhana
apparel	sajana
apparel	vastra
apparently	jahira
appeal	apila
appearance	prakatana
appearance	rupa
appearances	dikhave
appeasement	tushtikarana
appendchild	appendchild
appendectomy	appendectomy
appendix	parishishta
appends	appends
appenzell	apanatsela
appert	eparta
appetite	bhukha
appetizer	kshudhavardhaka
applaud	karatala
applause	tali
applause	taliyam
applause	thaharana
apple	epala
apple	eppala
apple	seba
apple	thaharana
applet	aipaleta
applet	epleta
appleton	eppalatana
appliances	upakarana
applicable	lagu
applicant	avedaka
applicants	avedakom
application	anuprayoga
application	avedana
application	eplikeshana
applications	anuprayoga
applications	avedana
applications	eplikeshana
applied	aplaeda
applied	lagu
applique	pipali
apply	lagu
appoint	niyukta
appointed	niyukta
appointment	mulakata
appointment	niyukti
appointments	mulakata
appointments	niyukti
appointments	vyastata
appollo	apolo
appr	appr
appraisal	appraisal
appreciate	kadra
appreciate	sarahana
appreciated	saraha
appreciated	sarahana
appreciation	sarahana
apprehensive	chimtita
apprentice	prashikshu
apprenticeship	shikshuta
approach	drrishtikona
appropriate	uchita
appropriate	upayukta
appropriation	viniyoga
approval	anumodana
approval	svikrriti
approve	svikrriti
approved	anumodita
approved	svikrrita
approximant	approximant
approximate	sannikata
approximately	lagabhaga
approximation	sannikatana
apps	aipsa
apps	eplikeshana
appu	appu
apr	apraila
apr	aprela
apradhi	aparadhi
apricot	khubani
april	apraila
april	eprila
apron	eprana
aps	aps
apsara	apsara
apse	apse
apsidal	ardhavrrittakara
apsis	upasaura
apt	apartamemta
apte	apte
aptitude	yogyata
apunkachoice	apunkachoice
apóstol	apóstol
aqeel	akila
aql	aql
aqua	ekva
aquaculture	aquaculture
aquarium	ekveriyama
aquariums	ekvairiyama
aquarius	kumbha
aquatic	jaliya
aqueduct	jalasetu
aquinas	ekvinasa
aquino	ekvino
aquitaine	aikvitena
aquitanian	aquitanian
ara	ara
araafat	araphata
araavankud	aravamkadu
arab	araba
arabia	araba
arabian	arebiyana
arabic	arabi
arabica	arabica
arachnoid	arkanoida
arafat	araphata
arafura	araphura
aragn	eragana
aragón	aragón
arakan	arakana
aral	arala
aralia	amdaruni
aran	arana
arang	aramga
aranjuez	aranjuez
arantxa	aramtza
araria	arariya
arariya	arariya
aras	arasa
arasur	arasura
aravind	aravimda
arawalee	aravali
arbana	arabana
arbcom	arbcom
arbhi	arvi
arbi	arabi
arbitrary	manamani
arbitration	madhyasthata
arbitrators	madhyasthom
arboga	arboga
arc	arka
arc	chapa
arcade	arkeda
arch	arka
arch	chapa
arch	meharaba
archaea	arkiya
archaean	archaean
archaeological	puratatva
archaeologist	puratatvavettaom
archaeology	puratatva
archaeopteryx	arkiyopteriksa
archaic	archaic
archana	archana
archardas	ऑrchardsa
archdiocese	archdiocese
archean	archean
arched	meharabadara
archeological	puratattva
archer	archer
archery	tiramdaji
archibald	archibalda
archidis	arkedisa
archie	archi
archimedes	arkimidiza
archipelago	dvipasamuha
architect	arkitekta
architect	vastu
architect	vastukala
architect	vastukara
architects	arkitekta
architecture	arkitekchara
architecture	vastu
architecture	vastukala
archival	archival
archive	abhilekha
archive	abhilekhagara
archive	samgraha
archived	samgrahita
archivedate	archivedate
archives	abhilekha
archives	abhilekhagara
archiveurl	archiveurl
archivo	archivo
arco	arako
arctan	arctan
arctic	arkatika
arcuate	arcuate
arcus	arcus
ardabil	ardabila
arden	ardena
ardeshir	ardeshira
ardheshwara	argheshvara
ardhshastra	argheshvara
ardmore	ardmore
arduous	kathina
are	haim
are,	haim,
area	eriya
area	kshetra
area	kshetraphala
areas	etalasa
areas	kshetra
areas	kshetrom
areeb	ariba
arena	erina
ares	erisa
aretha	eritha
arg	arg
argand	argand
argentea	argentea
argenteus	argenteus
argentina	arjemta{}ina
argentina	arjemtina
argentine	arjemtaina
argentino	dogo
argh	argha
argonauts	argonautasa
argonia	argoniya
argument	tarka
arguments	vitarka
argus	argus
argyle	argaila
argyll	argyll
arhat	arhamta
ari	ari
arial	arial
ariana	eriyana
arieh	eriha
ariel	eriyala
aries	mesha
arif	aripha
arihant	arihamta
arijit	arijita
ariq	ariqa
arise	uthata
arissa	erisa
aristocratic	vaibhavashali
aristotelian	aristotelian
aristotl	eristotala
aristotle	arastu
aritan	ardana
arithmetic	ganita
arithmetica	arithmetica
arithmetical	amkaganitiya
arius	arius
arivalagan	arivalagana
arivarsu	arivarasu
arivoli	arivoli
arivumdhi	arivumadhi
ariyana	eriyana
arizona	erizona
arjan	arjana
arjarjog	arzarazoga
arjen	arjena
arjun	arjuna
arjun	ऑchana
arjuna	arjuna
arka	arka
arkan	arakana
arkansas	arakamsasa
arkansas	arkansasa
arkive	arkive
arlan	arlena
arles	arles
arli	arli
arlington	arlimgatana
arm	bhuja
arm	ऑrama
armaan	aramana
armadillo	varmi
armageddon	armageddon
armagh	armagh
armament	armament
arman	aramana
armand	aramamda
armand	armamda
armando	aramamdo
armani	aramani
armature	armature
armavir	armavira
armed	hathiyarabamda
armed	sashastra
armenia	armeniya
armenian	armeniyai
armies	sena
armies	senaom
armor	kavacha
armored	karaya
armpit	kamkha
arms	bahem
arms	shastra
armstrong	armastramga
armv	armv
army	armi
army	fauja
army	phauja
army	sena
arn	arn
arnala	aranala
arnaud	arnaॉda
arnest	arnesta
arnold	arnalda
arnold	arnolda
aroma	khushabu
aroma	sugamdha
aromatic	khushabudara
aroo	aru
arora	aro.da
arora	arora
arp	arp
arpa	arpa
arpana	arpana
arpita	arpita
arqueológico	arqueológico
arquitectura	arquitectura
arrangement	vyavastha
arrangements	imtajama
array	aire
array	sarani
arrest	giraftara
arrest	giraftari
arrest	giraphtara
arrest	giraphtari
arrested	giraphtara
arrests	rakhavale
arrhenius	arrhenius
arrian	eriyana
arrival	agamana
arrivals	amada
arrives	agamana
arrogant	abhimani
arrogant	ghamamdi
arron	erona
arrondissement	arrondissement
arrow	bana
arrow	banom
arrow	tira
arrows	tira
ars	ars
arsanic	arsenika
arsenal	arsenala
arsenic	arsenika
arsenide	arsenaida
arshad	arashada
arsikeri	arasikeri
arson	agajani
arsène	arsena
art	arta
art	kala
artemis	artemisa
artemisia	artemisia
artemisinin	artimisinina
arterial	arterial
arteries	dhamaniyom
artery	dhamani
artes	artes
artesian	artesiyana
arth	artha
artha	artha
arthay	arghya
artherton	arthartana
arthritis	gathiya
arthropod	sandhipada
arthropoda	arthropoda
arthur	arthara
arthurian	arthuriyana
article	alekha
article	lekha
articlehistory	articlehistory
articleid	articleid
articles	alekha
articles	lekha
article}}	lekha}}
artifact	centuries
artificial	krritrima
artillery	topakhane
artiodactyla	artiodactyla
artisan	karigara
artisans	karigarom
artisans	shilpakara
artisans	shilpiyom
artist	kalakara
artistic	kalakari
artistic	kalatmaka
artistitic	artistika
artistry	kalatmakata
artists	kalakara
artists	kalakarom
arts	artsa
arts	kala
arturo	arturo
artwork	kalakari
artwork	kalakrriti
artículo	artículo
aru	aru
arub	aruba
aruba	aruba
arul	arula
arulachelavan	arulachelavana
arun	arun
arun	aruna
aruna	aruna
arunachal	arunachala
arundale	arumdela
arundhati	arumdhati
arundo	arundo
arunpriya	arunapriya
arup	arupa
arusha	arusha
arv	arv
arvika	arvika
arvind	aravimda
arvind	aravinda
arwen	arvena
arya	arya
aryabhata	aryabhatta
aryaman	aryamana
aryan	arya
aryan	aryana
aryan	aryavarta
aryan	aryo
aryan	aryom
as	jaise
as	jaisi
as,	jaise,
asa	asa
asabag	asbaga
asad	asad
asad	asada
asaf	asapha
asafpur	asaphapura
asahi	asahi
asal	asal
asali	asali
asam	asama
asana	yogasana
asanas	asana
asandra	asramda
asanga	asamga
asansol	asana
asansol	asanasola
asap	asap
asasiya	asasiya
asavari	asavari
asay	akshaya
asbestos	adaha
asbestosis	esbestaॉsisa
asc	asc
ascap	ascap
ascension	arohana
ascetics	tapasviyom
ascii	ascii
ascites	jalodara
asco	esko
ascorbic	eskaॉrbika
asean	asiyana
aseem	asima
aseemganj	azimagamja
asexual	alaimgika
asf	asf
ash	aisha
ash	ash
ash	rakha
asha	asha
ashagsha	ashamtha
ashamed	sharma
ashamed	sharmimda
ashant	ashamta
ashapurna	ashapurna
ashburton	ashburton
ashby	aishabaya
ashby	eshbi
ashes	rakha
ashfak	ashphaka
ashfaq	ashafaqa
ashgabat	ashqabada
ashiana	ashiyana
ashique	ashika
ashirwaad	ashirvada
ashish	ashisha
ashley	aishle
ashley	eshale
ashmore	eshamora
ashok	ashok
ashok	ashoka
ashoka	ashoka
ashoknagar	ashokanagara
ashrad	arshada
ashraf	asharapha
ashraful	asharaphula
ashram	ashrama
ashraphal	asharaphala
ashrleph	ashlesha
ashta	ashta
ashtami	ashtami
ashtanga	ashtamga
ashton	eshtana
ashu	ashu
ashutosh	ashutosha
ashwatthama	ashvatthama
ashwin	ashvina
ashwini	ashvini
ashy	ashy
asi	asi
asia	eshiya
asiad	eshiyada
asian	eshiyai
asiana	eshiyana
asianet	eshiyaneta
asians	eshiyai
asiatic	eshiyatika
asiatica	asiatica
asif	asipha
asim	asima
asimov	asimova
asin	asin
asit	asita
asivan	ashivana
ask	puchem
ask	pucho
askari	askari
asked	ma.ngi
asked	pucha
asked	puche
asking	puche
askmen	askmen
aslam	asalama
aslana	aslana
asm	asm
asma	asma
asme	asme
asmi	asami
asmij	asamija
asn	asn
asnoti	asnoti
asociación	asociación
asocial	paramatatva
asoka	asoka
asomia	asoma{}iya
asp	asp
asparagus	shatavara
aspect	pahalu
aspects	pahaluom
aspera	aspera
asperger	aspergera
asphalt	damara
